source,fmp_id,name,inventory,sold_size,fmp_price,catalog_slug,catalog_name,catalog_price,status,decision,reason
raw_ingredient_inventory,4019,*Reishi 30:1 (Ganoderma lucidum),240,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,4020,Senega 20:1 (Polygala tenuifolia),1000,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,4021,Black Cardamom 20:1 (Alpinia oxyphylla) (fruit),1000,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,4035,Gingerols 20% (Zingiber officinalis),860.8,,,gingerol,Gingerol,3997,specification_mismatch,rename_or_split_catalog_record,catalog record exists; verify the exact material specification
raw_ingredient_inventory,4045,Vitamin B13: Centrophenoxine 99%*,1736,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,4050,Sericin 99% (Bombyx mori),1000,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,4064,Moringa Protein 27% (Moringa oleifera) (folia),1000,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,4079,Proteoglycans 50% (Convolvulus arvensis),868,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,4081,*Honokiol 50% (Magnolia grandiflora),336.4,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,4100,Vitamin B13: CDP-Choline 99% (Citicoline),884,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,4108,Solomon’s Seal 20:1 (Polygonatum sibiricum),1250,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,4115,NAG (N-Acetyl D-Glucosamine),380,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,4119,Succinic Acid 98% (Pinus succinifera),230,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,4121,Polyphenols 65% (Cistus incanus),1426,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,4133,Acetogenins 1% (Annona muricata) (folia),1000,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,4137,Hydrolyzed Silkworm Pupae Protein 85%,1000,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,4142,Spikenard 20:1 (Nardostachys jatamansi),872,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,4148,Hydrangea 10:1 (Hydrangea arborescens),1066,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,4153,Borneol 98% (Natural source),82,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,4165,5-HTP (5-Hydroxytryptophan) (Griffonia simplicifolia),872,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,4194,Beta Carotene 96% (natural),108,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,4199,Hydrolyzed Collagen (White Fish),5100,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,4200,Hydrolyzed White Fish Protein 99% (White Fish),352,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,4201,Barley (Hordeum vulgare) Grass Juice Powder Organic,444,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,4202,Carrot (Daucus carota),904,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,4205,CLA 40% (Conjugated Linoleic Acid),992,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,4209,Cracked Pine Pollen 20:1 (Pinus spp.),66,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,4219,Flavones 10% (Passiflora incarnata),292,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,4234,Butterfly Pea Flower (Clitoria terratea),1000,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,4236,DGL Licorice (<3% Glycyrrhizic acid) (Glycyrrhiza glabra),502.5,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,4240,Flavonoids 85% (Crataegus oxyacantha),876,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,4244,C60 99.99% (Buckminster Fullerene),3.664,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,4261,Bismuth Citrate,726,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,4264,Vitamin K2: MK-7 (Menaquinone-7) 1.3%,1000.688,,,,,,raw_material_review,formula_only,tiny-dose active; route to containing formulations
raw_ingredient_inventory,4269,Fucoxanthin 85% (Laminaria spp.),1978.64,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,4285,EDTA Disodium 99% EYE DROPS (Ethylenediaminetetraacetic acid),386,,,,,,raw_material_review,exclude,restricted/high-risk raw material
raw_ingredient_inventory,4303,Beta Sitosterol 30% (Urtica dioica),1600,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,4317,Azadirachtin 30% (Azadirachta indica),240.4,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,4321,Elderberry Anthocyanins 25% (Sambucus nigra),456,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,4323,Glucoraphanin 17% (Brassica oleracea),588,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,4325,Vitamin B13: Alpha GPC (Alpha-Glyceryl Phosphoryl Choline) 99%,1540,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,4328,Pumpkin Protein (Cucurbita spp.),244,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,4330,Stinging Nettle Beta Sitosterol 95% (Urtica dioica),1338,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,4332,Chamomile 20:1 (Matricaria recutica),76,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,4334,Lomatium 10:1 (Lomatium dissectum),872,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,4338,Bone Broth (Bos taurus),5000,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,4361,Black Currant (Ribes nigrum) (succus),1000,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,4368,Corydalis 10:1 (Corydalis yanhusuo),1000,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,4369,GLA (Gamma Linoleic Acid) 20% (Borago officinalis),960,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,4375,*Xanthohumol 10% (Humulus lupulus),188,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,4377,Dead Sea Salt,86,,,dead-sea-salt,Dead Sea Salt,3997,live_catalog_record,verify_retail_configuration,catalog record exists; verify the exact material specification
raw_ingredient_inventory,4391,Allicin 25% (Allium sativa),358.64,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,4392,Clove (Syzygium aromaticum),186,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,4395,Rutin 98% (Sophorae japonica),1462,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,4398,Pyruvate 60% (Calcium Pyruvate),532,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,4405,L-Taurine,1000,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,4407,L-DOPA,100,,,,,,raw_material_review,exclude,restricted/high-risk raw material
raw_ingredient_inventory,4446,Water Plantain 25:1 (Alisma orientalis),218.42,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,4450,*Paeoniflorin 50% (Paeonia spp.) ~1.5:1,1027.5,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,4460,Monkshood 20:1 (Aconitum carmichaelii),336.4,,,,,,raw_material_review,exclude,restricted/high-risk raw material
raw_ingredient_inventory,4467,*Rehmannia 50:1 (Rehmannia glutinosa),1036.42,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,4472,Vitamin B6: Pyridoxine,250,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,4483,BHT (Butylated Hydroxy Toluene),828,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,4490,Vitamin A: Retinyl Acetate,997.008,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,4504,"*Nattokinase 20,000 FU/g (Bacillus subtilis)",168.8,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,4524,DHEA Sulfate 99% (Dehydroepiandrosterone Sulfate),756.4,,,,,,raw_material_review,exclude,restricted/high-risk raw material
raw_ingredient_inventory,4525,Steviocides 95% Rebaudioside A 40% (Stevia rebaudiana),388,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,4532,Magnesium Chloride Hexahydrate (12% Mg),190,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,4537,TUDCA (Tauroursodeoxycholic Acid) 98%,28,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,4538,"Yeast Enzyme 500,000 U/g (Saccharomyces cerevisiae)",237,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,4541,*Eleutheroside B+E 1.5% (Eleutherococcus senticosus),429.6,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,4546,Eleutheroside B+E 2% (Eleutherococcus senticosus),314.2,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,4551,Hydrolyzed Pea Protein 80% (Pisum sativum),4364,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,4562,Glucosamine Sulfate 98% (Vegan),620,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,4602,Chaga Polysaccharide 50% (Inonotus obliquus),764,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,4606,Petasins 15% (Petasites hybridus),992,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,4624,Colostrum (Capra hircus),1820,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,4625,Loganin 10% (Cornus officinalis),713.7,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,4629,SOD 3110 u/mg (Superoxide Dismutase),1458,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,4633,Piperine 95% (Piper nigrum),281.035,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,4636,AAKG (L-Arginine Alpha-Ketoglutarate),944,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,4637,L-Cysteine HCl,950,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,4638,L-Methionine,1000,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,4646,Magnesium Peroxide (43% Mg),13728,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,4647,Thymus Peptides 90% (Bos taurus),994,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,4658,Job’s Tears 50:1 (Coix lacryma-jobi),1000,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,4659,Phillyrin 4% (Forsythia spp.),1080,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,4690,Atractylodes 30:1 (Atractylodes macrocephala),960.4,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,4692,Fo Ti 50:1 (Fallopia multiflora)*,394.4,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,4703,Thymoquinone 20% (Nigella sativa),209.3,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,4705,Peppermint 10:1 (Mentha piperita),694.24,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,4713,Balloon Flower 20:1 (Platycodon grandiflorum),1000,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,4726,Magnesium Butyrate (21.8% Mg),257.96,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,4731,Poke Root 20:1 (Phytolacca americana),311.96,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,4734,Crocin 45% (Gardenia jasminoides),506.72,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,4741,Gotu Kola Asiaticosides 80% TECA (Centella asiatica)*,872,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,4759,"Protease Neutral 100,000 u/g",116,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,4778,L-Citrulline DL-Malate 2:1 (Citrullus lanatus),958,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,4779,Hydrolyzed Collagen (Bos taurus),200,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,4780,"Cayenne (Capsicum annuum) 160,000 HU",332,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,4789,Chrysanthemum 50:1 (Chrysanthemum morifolium),1000,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,4794,Vitamin C: Boron Ascorbate (8% Boron),962,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,4803,Saikosaponin 50% (Bupleurum chinense),843.08,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,4816,*Chlorogenic Acid 20% (Eucommia ulmoides),760,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,4825,ORMUS Monoatomic Rose Gold,389.864,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,4844,Boric Acid,4400,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,4845,Zinc Malate (32% Zn),918.4,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,4859,Gum Arabic (Acacia senegal),1438,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,4863,Bladderwrack (Fucus vesiculosus),454,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,4864,Sanguinarine 30% (Sanguinaria canadensis),1000,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,4872,*Chlorogenic Acid 30% (Lonicera japonica),1000,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,4878,Kelp (Ascophyllum Nodosum),456,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,4898,Spirulina (Spirulina platensis),292,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,4918,Fu Ling Polysaccharides 50% (Poria cocos),840.6,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,4927,4MU 99% (4-Methylumbelliferone) (Dipteryx odorata),736,,,,,,raw_material_review,exclude,restricted/high-risk raw material
raw_ingredient_inventory,4929,Aulterra (Paramagnetic Bentonite),250,,,,,,raw_material_review,exclude,non-oral or production-use material
raw_ingredient_inventory,4931,Goji Anthocyanidins 25% (Lycium barbarum),1582,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,4932,Vitamin B13: Phosphatidylcholine 30% (Gallus gallus domesticus) (Egg Lecithin),3398,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,4933,Vitamin B3: NMN (Nicotinamide Mononucleotide) 99%,662,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,4937,Vitamin B15: Pangamic Acid 99%,2193.4,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,4943,Malic Acid,620,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,4944,Magnesium Sulfate (20.2% Mg),2378,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,4946,Black Mustard (Brassica nigra) (semen),1940,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,4949,Amber (Succinic Acid),1850,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,4950,*Gingerols 10% (Zingiber officinalis),284.195,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,4951,Shikimic Acid 98% (Illicium verum),1246,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,4952,Pine Needle 30:1 (Pinus spp.),4276,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,4963,Amla Vitamin C 50% (Phyllanthus emblica),842,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,4965,Bamboo Silica 70% (Bambusa arundinacea),98.8,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,4969,Coconut Water Powder (Cocos nucifera),1000,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,4973,D-Ribose,1274,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,4976,Vitamin B13: DMAE (Dimethylaminoethanol) Bitartrate*,461,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,4977,Forskolin 20% (Coleus forskohlii)*,1598,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,4981,*Green Tea Polyphenols 98% EGCG 50% (Camelia sinensis),499.64,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,4983,Gypenosides 98% (Gynostemma pentaphyllum),165.6,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,4987,Magnesium Aspartate (14% Mg),466,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,4988,*Magnesium Glycinate (14% Mg),1481.6,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,4994,Marshmallow (Althaea officinalis) (radix),158,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,4995,MCHA (Microcrystalline Hydroxyapatite) (vegan) (Ca 25%),2063,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,4996,St. Mary's Thistle Silymarin 80% (Silybum marianum),622.4,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,4997,MSM (Methylsulfonylmethane),1244.03,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,4998,NALT (N-Acetyl L-Tyrosine),1678,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,4999,NAC (N-Acetyl Cysteine),9022,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,5001,Noni fruit powder (Morinda citrifolia),66,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,5002,Phycocyanin 99% (Spirulina platensis),2382.2,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,5003,Phytoceramides 1% (Amorphophallus konjac),1550,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,5005,Pine OPCs 95% (Oligomeric Proanthocyanidins) (Pinus pinaster),854.4,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,5007,Sodium Bicarbonate 99% (27.4% Na),2634,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,5009,Vitamin B13: Phosphatides 30% (Helianthus annua),248.11,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,5010,Vitamin B15: TMG (Trimethylglycine) (Beta vulgaris),452,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,5011,"Triphala (Emblica officinalis, Terminalia chebula & Terminalia belerica)",220,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,5012,Vinpocetine 99% (Vinca minor),788.47,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,5013,Vitamin B12: Methylcobalamin,4.0284,,,,,,raw_material_review,formula_only,tiny-dose active; route to containing formulations
raw_ingredient_inventory,5015,Vitamin B2: R5P (Riboflavin-5-Phosphate),469.4804,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,5016,Vitamin B5: D-Calcium Pantothenate,520,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,5017,Vitamin B6: P5P (Pyridoxal 5-Phosphate),26.76,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,5020,Vitamin E Acetate (D-alpha tocopherol acetate),147,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,5024,Gentian 4:1 (Gentiana lutea),378.4,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,5026,Hyssop 4:1 (Hyssopus spp.) (folia),1000,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,5028,Mistletoe 4:1 (Viscum album),2012,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,5031,Cilantro (Coriandrum sativum) (succus),34,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,5038,DiMagnesium Malate (27% Mg),1324,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,5041,"Serrapeptase 400,000 u/g (Serratiopeptidase) (Serratia marcescens)",2257.2,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,5044,Coral Calcium (class Anthozoa),895,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,5045,Sumac Bran 50:1 (Cotinus coggygria),1560,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,5047,HMC 98% (Hesperidin Methyl Chalcone) (Citrus aurantium),782,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,5049,"Lumbrokinase 20,000 IU/mg (Lumbricus rubellus)",1922,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,5052,Vitamin B8: AMP (Adenosine Monophosphate),630,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,5053,Vitamin B3: NADH (Reduced Nicotine Adenine Dinucleotide),22,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,5054,Iodine 77% (as Potassium Iodide 99.98%),79.1822,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,5055,Klamath Blue Green Algae (Aphanizomenon flos-aquae),450,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,5057,GTF Chromium (Chromium Polynicotinate) (12.4% Cr),831.6822,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,5060,Vitamin E Succinate (D-Alpha Tocopherol Succinate),710.74,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,5064,Lactoferrin 99% (Capra hircus),188,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,5068,*Rosavin 3% Salidroside 1% (Rhodiola rosea),350,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,5074,Vitamin B12: Cobamamide (Adenosyl Cobalamin),54,,,,,,raw_material_review,formula_only,tiny-dose active; route to containing formulations
raw_ingredient_inventory,5075,Vitamin B17: Amygdalin 99% (Prunus amygdalus),4250,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,5077,Vitamin C: L-Ascorbic Acid (natural),4335.37,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,5088,Luteolin 98% (Sophora japonica),420,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,5091,S-Acetyl GSH 99% (S-Acetyl L-Glutathione),1657.8,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,5094,Fenugreek: Saponins 50% (Trigonella foenum-graecum),1620,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
